Paragraph Number,Paragraph Style,First Line Indent (cm),Hanging Indent (cm),Font Name,Font Size,Character Count,Word Count,Tab Count,Equals Sign Count,Is Italic,Is Bold,Text,Numbering Type,List Value,Within Table,Paragraph Range
349,xt,0.0,3.25,ZapfEllipt BT,9.0,34,10,1,0,No,No,3.	 Problem of over-specialization,0,0,False,"[63807, 63842]"
350,xt,0.0,3.25,ZapfEllipt BT,9.0,24,8,1,0,No,No,4.	 Difficult to balance,0,0,False,"[63842, 63867]"
351,xt,0.0,3.25,ZapfEllipt BT,9.0,25,8,1,0,No,No,5.	 Feeling of insecurity,0,0,False,"[63867, 63893]"
352,tt,-0.65,3.65,ZapfEllipt BT,9.5,453,79,1,0,No,Yes,"1.	 Violation of unity of command: In matrix structures, subordinates have to follow instructions from more than one superior. Generally, they receive orders from functional managers as well as from project managers. In some cases, subordinates may receive instructions from both the superiors at a time, which confuses the subordinates. To avoid this problem, frequent and comprehensive communication among project and functional managers is necessary.",0,0,False,"[63893, 64347]"
353,tt,-0.65,3.65,ZapfEllipt BT,9.5,307,55,1,0,No,Yes,"2.	 Costly structure: This structure maximizes administrative cost. Here, specialists from the project as well as functional authorities involve in project works. It maximizes paperwork and other information costs. Besides, it is essential to pay lump-sum remuneration to functional and project specialists.",0,0,False,"[64347, 64655]"
354,tt,-0.65,3.65,ZapfEllipt BT,9.5,537,102,1,0,No,Yes,"3.	 Problem of over-specialization: In some situations, matrix organization creates a problem of over-specialization. Specialists from both functional and project works gather to solve many complex problems of the organization. As many experts gather to solve problems, in some cases, they waste valuable time in discussing unrelated subject matters. Thus, there is a possibility of delay in decision making. In one way, it maximizes the cost of the organization, and in the other it delays decisions resulting in losses in the business.",0,0,False,"[64655, 65193]"
355,tt,-0.65,3.65,ZapfEllipt BT,9.5,563,101,1,0,No,Yes,"4.	 Difficult to balance: Matrix structure demands a high level of inter-personal relations and skill. It is essential to involve both functional and project specialists. Besides, it is essential to maintain a balance among these authorities to bring about uniformity in the organizational performance. In practical field, it is more difficult to maintain a balance among these authorities, especially if they have no positive attitude towards each other. Thus, the top level management has to invest more time to maintain mutual relation among these authorities.",0,0,False,"[65193, 65757]"
356,tt,-0.65,3.65,ZapfEllipt BT,9.5,390,77,1,0,No,Yes,"5.	 Feeling of insecurity: A feeling of insecurity among the employees is one of the limitations of matrix structure. In many cases, a project runs only for a fixed duration. After completion of the defined works, there is more probability of the dissolution of the project. In such a situation, the problem of unemployment may arise if another project is not available to the organization.",0,0,False,"[65757, 66149]"
357,H2,0.0,0.0,Impact,13.0,23,4,0,0,No,No,Project Based structure,0,0,False,"[66149, 66174]"
358,t,0.0,3.0,ZapfEllipt BT,9.5,679,110,0,0,No,No,"In project based structure, various organizational structures are formed on the basis of number of project works. It refers to formation of various organizational forms for temporary period based on types of project work. Businesses that need and expect fast completion of specified work are most likely to be and suited to project-based organizations. Business entities involve in construction, entertainment, building, hydro-project, extraction of minerals, and other infrastructural development works form project based structure. It requires diverse technical and administrative experts to adjust efficiently with the dynamic and rapidly changing environment of the business.",0,0,False,"[66174, 66855]"
359,t,0.0,3.0,ZapfEllipt BT,9.5,837,139,0,0,No,No,"In project based structure, a major project is assigned to the project manager and he has given subordinates who are expert in their own area of functions. The subordinates may be from various functional areas such as administration, procurement, accounting and finance, project development, construction, marketing and so on. The project managers are responsible for the overall direction and integration of activities and resource of the concerned projects. Generally, their responsibility is to integrate the efforts of all the subordinates, planning and implementing the project policies, accomplishing work on schedule and within the predetermined budget. They have to accomplish the assigned project in accordance of framework guided by corporate office. The specimen of a project based structure of the organization is as follows:",0,0,False,"[66855, 67694]"
360,M5,0.0,0.0,Book Antiqua,9.5,4,2,0,0,No,No,"",0,0,True,"[67694, 67723]"
361,Normal,0.0,0.0,Calibri,11.0,1,1,0,0,No,No,,0,0,True,"[67723, 67724]"
362,H3,0.0,3.0,ZapfEllipt BT,10.5,37,7,0,0,No,Yes,Advantages of Project-Based Structure,0,0,False,"[67724, 67763]"
363,t,0.0,3.0,ZapfEllipt BT,9.5,114,21,0,0,No,No,"There are numerous advantages associated with project-based structure, some of the common benefits are as follows:",0,0,False,"[67763, 67879]"
364,xtt,0.0,3.25,ZapfEllipt BT,9.0,37,7,0,0,No,Yes,Advantages of Project-Based Structure,0,0,False,"[67879, 67918]"
365,xt,0.0,3.25,ZapfEllipt BT,9.0,18,6,1,0,No,No,1.	Strong Identity,0,0,False,"[67918, 67937]"
366,xt,0.0,3.25,ZapfEllipt BT,9.0,23,7,1,0,No,No,2.	Dedicated to Project,0,0,False,"[67937, 67961]"
367,xt,0.0,3.25,ZapfEllipt BT,9.0,27,7,1,0,No,No,3.	Develop Leadership Skill,0,0,False,"[67961, 67989]"
368,xt,0.0,3.25,ZapfEllipt BT,9.0,29,7,1,0,No,No,4.	Opportunity for Innovation,0,0,False,"[67989, 68019]"
369,xt,0.0,3.25,ZapfEllipt BT,9.0,26,7,1,0,No,No,5.	Management of Knowledge,0,0,False,"[68019, 68046]"
370,tt,-0.65,3.65,ZapfEllipt BT,9.5,303,61,1,0,No,Yes,"1.	Strong identity: In project based structure, a particular project is assigned to a team along with a project manager. The teams can have a strong sense of identity in terms of skills, efficiency and project completion. It is said that project structure is the means of creating a strong team culture.",0,0,False,"[68046, 68351]"
371,tt,-0.65,3.65,ZapfEllipt BT,9.5,287,53,1,0,No,Yes,2.	Dedicated to project: The project manager is responsible for accomplishment of assigned project. He has to accomplish day to day activities by developing schedule of work. The whole team of project focuses on the team goals and member are dedicated for accomplishment of project work.,0,0,False,"[68351, 68641]"
372,tt,-0.65,3.65,ZapfEllipt BT,9.5,387,73,1,0,No,Yes,"3.	Develop leadership skill: The project manager plays the role of leader for accomplishment of specific project. He has to work by taking support from corporate office as well as taking support from team of subordinates. He has to provide proper instruction, guidance and resources to the subordinates. Besides, he has to report to the corporate office about the status of project work.",0,0,False,"[68641, 69032]"
373,tt,-0.65,3.65,ZapfEllipt BT,9.5,356,60,1,0,No,Yes,"4.	Opportunity for innovation: In project based structure, there is close interaction between project tasks and strategies of the organization. It supports to improve products and services and value of business of the organization. The close interaction between project teams and experts of corporate office helps to provide new opportunity for innovation.",0,0,False,"[69032, 69390]"
374,tt,-0.65,3.65,ZapfEllipt BT,9.5,414,70,1,0,No,Yes,"5.	Management of knowledge: The transfer of knowledge is encouraged in project-based organization. Corporate office interacts with experts and professional for introduction of new knowledge in every project based on necessity. Besides, project managers do interaction with team of subordinates for how to improve project quality. Such management of knowledge is supportive for maintaining of value of project work.",0,0,False,"[69390, 69808]"
375,H3,0.0,3.0,ZapfEllipt BT,10.5,40,7,0,0,No,Yes,Disadvantages of Project-Based Structure,0,0,False,"[69808, 69850]"
376,t,0.0,3.0,ZapfEllipt BT,9.5,117,20,0,0,No,No,"Project-based structure is specific form of organizational structure, so it involves the following major limitations:",0,0,False,"[69850, 69969]"
377,xtt,0.0,3.25,ZapfEllipt BT,9.0,23,4,0,0,No,Yes,Project Based Structure,0,0,False,"[69969, 69994]"
378,xt,0.0,3.25,ZapfEllipt BT,9.0,32,9,1,0,No,No,1.	Violation of Unity of Command,0,0,False,"[69994, 70027]"
379,xt,0.0,3.25,ZapfEllipt BT,9.0,19,6,1,0,No,No,2.	Costly Structure,0,0,False,"[70027, 70047]"
380,xt,0.0,3.25,ZapfEllipt BT,9.0,33,9,1,0,No,No,3.	Problem of over-Specialization,0,0,False,"[70047, 70081]"
381,xt,0.0,3.25,ZapfEllipt BT,9.0,26,7,1,0,No,No,4.	Difficult to Coordinate,0,0,False,"[70081, 70108]"
382,xt,0.0,3.25,ZapfEllipt BT,9.0,24,7,1,0,No,No,5.	Feeling of Insecurity,0,0,False,"[70108, 70133]"
383,tt,-0.65,3.65,ZapfEllipt BT,9.5,449,78,1,0,No,Yes,"1.	Violation of unity of command: In project structures, subordinates have to follow instructions from more than one superior. Generally, they receive orders from corporate manager as well as from project manager. In some cases, subordinates may receive instructions from both the superiors at a time, which confuses the subordinates. To avoid this problem, frequent and comprehensive communication among project and corporate managers is necessary.",0,0,False,"[70133, 70583]"
384,tt,-0.65,3.65,ZapfEllipt BT,9.5,324,60,1,0,No,Yes,"2.	Costly structure: This structure is costly structure because it maximizes administrative cost. Here, specialists from the project as well as corporate office are involved in project work. It maximizes information costs. Besides, it is essential to pay lump-sum remuneration to experts in different areas of project works.",0,0,False,"[70583, 70909]"
385,tt,-0.65,3.65,ZapfEllipt BT,9.5,423,79,1,0,No,Yes,"3.	Problem of over-specialization: In some situations, project based structure creates a problem of over-specialization. Specialists from both corporate and project work come together to solve many complex problems of the various project works. As many experts gather to solve problems, in some cases, they waste valuable time in discussing unrelated subject matters. So, there is a possibility of delay in decision making.",0,0,False,"[70909, 71334]"
